minute,door_heat,load_heat,ambient_C,capacity,sensor_bias_C
48,0.00000,0.00000,17.31241,1.00000,0.00000
49,0.00000,0.00000,17.95636,1.00000,0.00000
50,0.00000,0.00000,17.24347,1.00000,0.00000
51,0.00000,0.00000,17.35649,1.00000,0.00000
52,0.00000,0.00000,17.34897,1.00000,0.00000
53,0.00000,0.00000,17.58513,1.00000,0.00000
54,0.00000,0.00000,16.71207,1.00000,0.00000
55,0.00000,0.00000,17.49400,1.00000,0.00000
56,0.00000,0.00000,16.97812,1.00000,0.00000
57,0.00000,0.00000,17.96371,1.00000,0.00000
58,0.00000,0.00000,18.10502,1.00000,0.00000
59,0.00000,0.00000,17.11372,1.00000,0.00000
60,0.00000,0.00000,17.78656,1.00000,0.00000
61,0.00000,0.00000,17.58344,1.00000,0.00000
62,0.00000,0.00000,17.10604,1.00000,0.00000
63,0.00000,0.00000,17.79767,1.00000,0.00000
64,0.00000,0.00000,17.24972,1.00000,0.00000
65,0.00000,0.00000,16.99752,1.00000,0.00000
66,0.00000,0.00000,17.50465,1.00000,0.00000
67,0.00000,0.00000,17.61373,1.00000,0.00000
68,0.00000,0.00000,17.25156,1.00000,0.00000
69,0.00000,0.00000,17.46954,1.00000,0.00000
70,0.00000,0.00000,17.04759,1.00000,0.00000
71,0.00000,0.00000,17.61345,1.00000,0.00000
72,0.00000,0.00000,17.97107,1.00000,0.00000
73,0.00000,0.00000,18.02327,1.00000,0.00000
74,0.00000,0.00000,17.54048,1.00000,0.00000
75,0.00000,0.00000,17.99264,1.00000,0.00000
76,0.00000,0.00000,17.44553,1.00000,0.00000
77,0.00000,0.00000,17.38507,1.00000,0.00000
78,0.00000,0.00000,17.53236,1.00000,0.00000
79,0.00000,0.00000,17.01873,1.00000,0.00000
80,0.00000,0.00000,17.22869,1.00000,0.00000
81,0.00000,0.00000,18.31466,1.00000,0.00000
82,0.00000,0.00000,17.20582,1.00000,0.00000
83,0.00000,0.00000,17.37697,1.00000,0.00000
84,0.00000,0.00000,17.16708,1.00000,0.00000
85,0.00000,0.00000,17.69096,1.00000,0.00000
86,0.00000,0.00000,16.88767,1.00000,0.00000
87,0.00000,0.00000,17.07430,1.00000,0.00000
88,0.00000,0.00000,17.48261,1.00000,0.00000
89,0.00000,0.00000,17.88575,1.00000,0.00000
90,0.00000,0.00000,18.11702,1.00000,0.00000
91,0.00000,0.00000,17.43142,1.00000,0.00000
92,0.00000,0.00000,17.72548,1.00000,0.00000
93,0.00000,0.00000,18.13041,1.00000,0.00000
94,0.00000,0.00000,17.38449,1.00000,0.00000
95,0.00000,0.00000,17.66382,1.00000,0.00000
96,0.00000,0.00000,16.98002,1.00000,0.00000
97,0.00000,0.00000,17.51119,1.00000,0.00000
98,0.00000,0.00000,17.13721,1.00000,0.00000
99,0.00000,0.00000,17.25407,1.00000,0.00000
100,0.00000,0.00000,17.61492,1.00000,0.00000
101,0.00000,0.00000,17.79253,1.00000,0.00000
102,0.00000,0.00000,17.24944,1.00000,0.00000
103,0.00000,0.00000,16.98916,1.00000,0.00000
104,0.00000,0.00000,17.62879,1.00000,0.00000
105,0.00000,0.00000,16.91604,1.00000,0.00000
106,0.00000,0.00000,17.06803,1.00000,0.00000
107,0.00000,0.00000,17.46921,1.00000,0.00000
108,0.00000,0.00000,17.26151,1.00000,0.00000
109,0.00000,0.00000,17.93085,1.00000,0.00000
110,0.00000,0.00000,17.40596,1.00000,0.00000
111,0.00000,0.00000,17.38381,1.00000,0.00000
112,0.00000,0.00000,17.36012,1.00000,0.00000
113,0.00000,0.00000,17.55406,1.00000,0.00000
114,0.00000,0.00000,17.38473,1.00000,0.00000
115,0.00000,0.00000,17.06771,1.00000,0.00000
116,0.00000,0.00000,17.31976,1.00000,0.00000
117,0.00000,0.00000,17.47111,1.00000,0.00000
118,0.00000,0.00000,17.49668,1.00000,0.00000
119,0.00000,0.00000,17.81523,1.00000,0.00000
120,0.00000,0.00000,17.56333,1.00000,0.00000
121,0.00000,0.00000,17.58961,1.00000,0.00000
122,0.00000,0.00000,17.79697,1.00000,0.00000
123,0.00000,0.00000,17.77402,1.00000,0.00000
124,0.00000,0.00000,17.48856,1.00000,0.00000
125,0.00000,0.00000,17.64951,1.00000,0.00000
126,0.00000,0.00000,17.42893,1.00000,0.00000
127,0.00000,0.00000,17.98811,1.00000,0.00000
128,0.00000,0.00000,17.92166,1.00000,0.00000
129,0.00000,0.00000,17.93821,1.00000,0.00000
130,0.00000,0.00000,17.39456,1.00000,0.00000
131,0.00000,0.00000,17.69069,1.00000,0.00000
132,0.00000,0.00000,18.03245,1.00000,0.00000
133,0.00000,0.00000,17.36992,1.00000,0.00000
134,0.00000,0.00000,17.69349,1.00000,0.00000
135,0.00000,0.00000,17.86567,1.00000,0.00000
136,0.00000,0.00000,17.89317,1.00000,0.00000
137,0.00000,0.00000,17.38506,1.00000,0.00000
138,0.00000,0.00000,17.65554,1.00000,0.00000
139,0.00000,0.00000,17.98491,1.00000,0.00000
140,0.00000,0.00000,17.83342,1.00000,0.00000
141,0.00000,0.00000,18.16757,1.00000,0.00000
142,0.00000,0.00000,17.35311,1.00000,0.00000
143,0.00000,0.00000,17.71612,1.00000,0.00000
144,0.00000,0.00000,17.83173,1.00000,0.00000
145,0.00000,0.00000,17.30652,1.00000,0.00000
146,0.00000,0.00000,17.87817,1.00000,0.00000
147,0.00000,0.00000,17.78733,1.00000,0.00000
148,0.00000,0.00000,18.00797,1.00000,0.00000
149,0.00000,0.00000,17.46079,1.00000,0.00000
150,0.00000,0.00000,17.74527,1.00000,0.00000
151,0.00000,0.00000,17.88879,1.00000,0.00000
152,0.00000,0.00000,17.69969,1.00000,0.00000
153,0.00000,0.00000,17.30704,1.00000,0.00000
154,0.00000,0.00000,17.69392,1.00000,0.00000
155,0.00000,0.00000,17.72196,1.00000,0.00000
156,0.00000,0.00000,17.92515,1.00000,0.00000
157,0.00000,0.00000,18.47150,1.00000,0.00000
158,0.00000,0.00000,18.50160,1.00000,0.00000
159,0.00000,0.00000,17.38515,1.00000,0.00000
160,0.00000,0.00000,17.96728,1.00000,0.00000
161,0.00000,0.00000,18.35564,1.00000,0.00000
162,0.00000,0.00000,17.60514,1.00000,0.00000
163,0.00000,0.00000,17.92745,1.00000,0.00000
164,0.00000,0.00000,17.92532,1.00000,0.00000
165,0.00000,0.00000,18.16735,1.00000,0.00000
166,0.00000,0.00000,17.52584,1.00000,0.00000
167,0.00000,0.00000,17.81158,1.00000,0.00000
168,0.00000,0.00000,17.79791,1.00000,0.00000
169,0.00000,0.00000,17.60086,1.00000,0.00000
170,0.00000,0.00000,17.91987,1.00000,0.00000
171,0.00000,0.00000,17.82945,1.00000,0.00000
172,0.00000,0.00000,17.75493,1.00000,0.00000
173,0.00000,0.00000,17.72928,1.00000,0.00000
174,0.00000,0.00000,17.99854,1.00000,0.00000
175,0.00000,0.00000,18.04575,1.00000,0.00000
176,0.00000,0.00000,18.10427,1.00000,0.00000
177,0.00000,0.00000,18.57630,1.00000,0.00000
178,0.00000,0.00000,18.40645,1.00000,0.00000
179,0.00000,0.00000,17.96107,1.00000,0.00000
180,0.00000,0.00000,17.94667,1.00000,0.00000
181,0.00000,0.00000,17.83678,1.00000,0.00000
182,0.00000,0.00000,18.46386,1.00000,0.00000
183,0.00000,0.00000,17.38396,1.00000,0.00000
184,0.00000,0.00000,18.08199,1.00000,0.00000
185,0.00000,0.00000,17.80716,1.00000,0.00000
186,0.00000,0.00000,18.15296,1.00000,0.00000
187,0.00000,0.00000,18.70600,1.00000,0.00000
188,0.00000,0.00000,18.68082,1.00000,0.00000
189,0.00000,0.00000,17.74253,1.00000,0.00000
190,0.00000,0.00000,17.63974,1.00000,0.00000
191,0.00000,0.00000,18.86049,1.00000,0.00000
192,0.00000,0.00000,18.16176,1.00000,0.00000
193,0.00000,0.00000,18.49972,1.00000,0.00000
194,0.00000,0.00000,18.11655,1.00000,0.00000
195,0.00000,0.00000,18.47151,1.00000,0.00000
196,0.00000,0.00000,18.29976,1.00000,0.00000
197,0.00000,0.00000,18.95644,1.00000,0.00000
198,0.00000,0.00000,18.02480,1.00000,0.00000
199,0.00000,0.00000,17.96018,1.00000,0.00000
200,0.00000,0.00000,17.66401,1.00000,0.00000
201,0.00000,0.00000,17.74779,1.00000,0.00000
202,0.00000,0.00000,18.29503,1.00000,0.00000
203,0.00000,0.00000,17.88739,1.00000,0.00000
204,0.00000,0.00000,18.01880,1.00000,0.00000
205,0.00000,0.00000,18.50210,1.00000,0.00000
206,0.00000,0.00000,17.94350,1.00000,0.00000
207,0.00000,0.00000,17.98072,1.00000,0.00000
208,0.00000,0.00000,18.86490,1.00000,0.00000
209,0.00000,0.00000,18.35236,1.00000,0.00000
210,0.00000,0.00000,18.17776,1.00000,0.00000
211,0.00000,0.00000,17.95550,1.00000,0.00000
212,0.00000,0.00000,18.03293,1.00000,0.00000
213,0.00000,0.00000,17.53911,1.00000,0.00000
214,0.00000,0.00000,18.72704,1.00000,0.00000
215,0.00000,0.00000,18.26047,1.00000,0.00000
216,0.00000,0.00000,18.79270,1.00000,0.00000
217,0.00000,0.00000,18.48010,1.00000,0.00000
218,0.00000,0.00000,18.16126,1.00000,0.00000
219,0.00000,0.00000,18.36016,1.00000,0.00000
220,0.00000,0.00000,18.53269,1.00000,0.00000
221,0.00000,0.00000,18.81488,1.00000,0.00000
222,0.00000,0.00000,18.85569,1.00000,0.00000
223,0.00000,0.00000,18.40602,1.00000,0.00000
224,0.00000,0.00000,18.73352,1.00000,0.00000
225,0.00000,0.00000,18.49885,1.00000,0.00000
226,0.00000,0.00000,18.65075,1.00000,0.00000
227,0.00000,0.00000,18.59637,1.00000,0.00000
228,0.00000,0.00000,18.74328,1.00000,0.00000
229,0.00000,0.00000,18.87136,1.00000,0.00000
230,0.00000,0.00000,18.07158,1.00000,0.00000
231,0.00000,0.00000,18.48857,1.00000,0.00000
232,0.00000,0.00000,19.43182,1.00000,0.00000
233,0.00000,0.00000,18.93183,1.00000,0.00000
234,0.00000,0.00000,18.73231,1.00000,0.00000
235,0.00000,0.00000,19.00824,1.00000,0.00000
236,0.00000,0.00000,18.85281,1.00000,0.00000
237,0.00000,0.00000,18.83773,1.00000,0.00000
238,0.00000,0.00000,18.58398,1.00000,0.00000
239,0.00000,0.00000,19.54503,1.00000,0.00000
240,0.00000,0.00000,18.44689,1.00000,0.00000
241,0.00000,0.00000,18.36834,1.00000,0.00000
242,0.00000,0.00000,18.52338,1.00000,0.00000
243,0.00000,0.00000,18.62407,1.00000,0.00000
244,0.00000,0.00000,18.87740,1.00000,0.00000
245,0.00000,0.00000,18.54754,1.00000,0.00000
246,0.00000,0.00000,18.80457,1.00000,0.00000
247,0.00000,0.00000,18.41736,1.00000,0.00000
248,0.00000,0.00000,18.58397,1.00000,0.00000
249,0.00000,0.00000,18.57649,1.00000,0.00000
250,0.00000,0.00000,18.94024,1.00000,0.00000
251,0.00000,0.00000,18.96975,1.00000,0.00000
252,0.00000,0.00000,18.56748,1.00000,0.00000
253,0.00000,0.00000,19.40217,1.00000,0.00000
254,0.00000,0.00000,19.39372,1.00000,0.00000
255,0.00000,0.00000,19.65065,1.00000,0.00000
256,0.00000,0.00000,18.64502,1.00000,0.00000
257,0.00000,0.00000,18.83667,1.00000,0.00000
258,0.00000,0.00000,19.28282,1.00000,0.00000
259,0.00000,0.00000,19.01284,1.00000,0.00000
260,0.00000,0.00000,18.77249,1.00000,0.00000
261,0.00000,0.00000,19.21537,1.00000,0.00000
262,0.00000,0.00000,19.04257,1.00000,0.00000
263,0.00000,0.00000,19.50614,1.00000,0.00000
264,0.00000,0.00000,19.06749,1.00000,0.00000
265,0.00000,0.00000,18.98269,1.00000,0.00000
266,0.00000,0.00000,19.14049,1.00000,0.00000
267,0.00000,0.00000,18.58931,1.00000,0.00000
268,0.00000,0.00000,19.08679,1.00000,0.00000
269,0.00000,0.00000,19.68717,1.00000,0.00000
270,0.00000,0.00000,19.06974,1.00000,0.00000
271,0.00000,0.00000,19.23922,1.00000,0.00000
272,0.00000,0.00000,19.12457,1.00000,0.00000
273,0.00000,0.00000,18.98117,1.00000,0.00000
274,0.00000,0.00000,19.76594,1.00000,0.00000
275,0.00000,0.00000,19.72186,1.00000,0.00000
276,0.00000,0.00000,18.91056,1.00000,0.00000
277,0.00000,0.00000,18.97712,1.00000,0.00000
278,0.00000,0.00000,19.12121,1.00000,0.00000
279,0.00000,0.00000,19.33311,1.00000,0.00000
280,0.00000,0.00000,18.97069,1.00000,0.00000
281,0.00000,0.00000,18.90817,1.00000,0.00000
282,0.00000,0.00000,19.48481,1.00000,0.00000
283,0.00000,0.00000,19.24864,1.00000,0.00000
284,0.00000,0.00000,19.32553,1.00000,0.00000
285,0.00000,0.00000,19.42432,1.00000,0.00000
286,0.00000,0.00000,18.82012,1.00000,0.00000
287,0.00000,0.00000,19.27416,1.00000,0.00000
288,0.00000,0.00000,19.23110,1.00000,0.00000
289,0.00000,0.00000,19.98122,1.00000,0.00000
290,0.00000,0.00000,19.90673,1.00000,0.00000
291,0.00000,0.00000,19.42045,1.00000,0.00000
292,0.00000,0.00000,19.85636,1.00000,0.00000
293,0.00000,0.00000,19.79462,1.00000,0.00000
294,0.00000,0.00000,19.44996,1.00000,0.00000
295,0.00000,0.00000,19.67306,1.00000,0.00000
296,0.00000,0.00000,19.40250,1.00000,0.00000
297,0.00000,0.00000,19.54092,1.00000,0.00000
298,0.00000,0.00000,19.22262,1.00000,0.00000
299,0.00000,0.00000,19.78128,1.00000,0.00000
300,0.00000,0.00000,19.27666,1.00000,0.00000
301,0.00000,0.00000,19.10994,1.00000,0.00000
302,0.00000,0.00000,19.50535,1.00000,0.00000
303,0.00000,0.00000,19.47969,1.00000,0.00000
304,0.00000,0.00000,20.10436,1.00000,0.00000
305,0.00000,0.00000,20.16926,1.00000,0.00000
306,0.00000,0.00000,19.48335,1.00000,0.00000
307,0.00000,0.00000,19.04959,1.00000,0.00000
308,0.00000,0.00000,20.03400,1.00000,0.00000
309,0.00000,0.00000,19.63535,1.00000,0.00000
310,0.00000,0.00000,19.77880,1.00000,0.00000
311,0.00000,0.00000,19.91915,1.00000,0.00000
312,0.00000,0.00000,19.37810,1.00000,0.00000
313,0.00000,0.00000,19.59362,1.00000,0.00000
314,0.00000,0.00000,20.28478,1.00000,0.00000
315,0.00000,0.00000,19.84366,1.00000,0.00000
316,0.00000,0.00000,19.57565,1.00000,0.00000
317,0.00000,0.00000,19.63572,1.00000,0.00000
318,0.00000,0.00000,19.80301,1.00000,0.00000
319,0.00000,0.00000,19.97900,1.00000,0.00000
320,0.00000,0.00000,19.80394,1.00000,0.00000
321,0.00000,0.00000,19.76144,1.00000,0.00000
322,0.00000,0.00000,19.11240,1.00000,0.00000
323,0.00000,0.00000,19.97511,1.00000,0.00000
324,0.00000,0.00000,19.71172,1.00000,0.00000
325,0.00000,0.00000,19.52482,1.00000,0.00000
326,0.00000,0.00000,20.39201,1.00000,0.00000
327,0.00000,0.00000,20.43759,1.00000,0.00000
328,0.00000,0.00000,20.22102,1.00000,0.00000
329,0.00000,0.00000,19.98451,1.00000,0.00000
330,0.00000,0.00000,19.41235,1.00000,0.00000
331,0.00000,0.00000,19.75461,1.00000,0.00000
332,0.00000,0.00000,19.77610,1.00000,0.00000
333,0.00000,0.00000,20.05058,1.00000,0.00000
334,0.00000,0.00000,20.37040,1.00000,0.00000
335,0.00000,0.00000,19.49834,1.00000,0.00000
336,0.00000,0.00000,20.23364,1.00000,0.00000
337,0.00000,0.00000,19.64602,1.00000,0.00000
338,0.00000,0.00000,20.31426,1.00000,0.00000
339,0.00000,0.00000,19.79013,1.00000,0.00000
340,0.00000,0.00000,20.26045,1.00000,0.00000
341,0.00000,0.00000,20.67141,1.00000,0.00000
342,0.00000,0.00000,19.89750,1.00000,0.00000
343,0.00000,0.00000,20.87161,1.00000,0.00000
344,0.00000,0.00000,19.80762,1.00000,0.00000
345,0.00000,0.00000,19.76920,1.00000,0.00000
346,0.00000,0.00000,20.22667,1.00000,0.00000
347,0.00000,0.00000,19.93212,1.00000,0.00000
348,0.00000,0.00000,20.55523,1.00000,0.00000
349,0.00000,0.00000,20.29079,1.00000,0.00000
350,0.00000,0.00000,20.64321,1.00000,0.00000
351,0.00000,0.00000,20.40692,1.00000,0.00000
352,0.00000,0.00000,20.23620,1.00000,0.00000
353,0.00000,0.00000,20.33074,1.00000,0.00000
354,0.00000,0.00000,20.92718,1.00000,0.00000
355,0.00000,0.00000,20.40437,1.00000,0.00000
356,0.00000,0.00000,20.21773,1.00000,0.00000
357,0.00000,0.00000,20.74081,1.00000,0.00000
358,0.00000,0.00000,20.12524,1.00000,0.00000
359,0.00000,0.00000,20.02790,1.00000,0.00000
360,0.00000,0.00000,20.52313,1.00000,0.00000
361,0.00000,0.00000,20.47857,1.00000,0.00000
362,0.00000,0.00000,19.98340,1.00000,0.00000
363,0.00000,0.00000,20.23040,1.00000,0.00000
364,0.00000,0.00000,20.72157,1.00000,0.00000
365,0.00000,0.00000,19.98812,1.00000,0.00000
366,0.00000,0.00000,20.83057,1.00000,0.00000
367,0.00000,0.00000,20.36306,1.00000,0.00000
368,0.00000,0.00000,20.61365,1.00000,0.00000
369,0.00000,0.00000,20.70822,1.00000,0.00000
370,0.00000,0.00000,20.70234,1.00000,0.00000
371,0.00000,0.00000,20.35545,1.00000,0.00000
372,0.00000,0.00000,20.42355,1.00000,0.00000
373,0.00000,0.00000,21.00063,1.00000,0.00000
374,0.00000,0.00000,21.20798,1.00000,0.00000
375,0.00000,0.00000,20.57500,1.00000,0.00000
376,0.00000,0.00000,20.87185,1.00000,0.00000
377,0.00000,0.00000,20.80406,1.00000,0.00000
378,0.00000,0.00000,21.09408,1.00000,0.00000
379,0.00000,0.00000,20.81583,1.00000,0.00000
380,0.00000,0.00000,20.91775,1.00000,0.00000
381,0.00000,0.00000,20.43139,1.00000,0.00000
382,0.00000,0.00000,20.78138,1.00000,0.00000
383,0.00000,0.00000,20.63098,1.00000,0.00000
384,0.00000,0.00000,21.96138,1.00000,0.00000
385,0.00000,0.00000,21.10342,1.00000,0.00000
386,0.00000,0.00000,20.96018,1.00000,0.00000
387,0.00000,0.00000,20.75537,1.00000,0.00000
388,0.00000,0.00000,20.94507,1.00000,0.00000
389,0.00000,0.00000,21.06348,1.00000,0.00000
390,0.00000,0.00000,20.52033,1.00000,0.00000
391,0.00000,0.00000,20.98475,1.00000,0.00000
392,0.00000,0.00000,21.40056,1.00000,0.00000
393,0.00000,0.00000,21.51170,1.00000,0.00000
394,0.00000,0.00000,21.09231,1.00000,0.00000
395,0.00000,0.00000,21.21014,1.00000,0.00000
396,0.00000,0.00000,21.35311,1.00000,0.00000
397,0.00000,0.00000,21.20814,1.00000,0.00000
398,0.00000,0.00000,21.46295,1.00000,0.00000
399,0.00000,0.00000,21.13706,1.00000,0.00000
400,0.00000,0.00000,21.26426,1.00000,0.00000
401,0.00000,0.00000,21.28165,1.00000,0.00000
402,0.00000,0.00000,20.64243,1.00000,0.00000
403,0.00000,0.00000,20.70924,1.00000,0.00000
404,0.00000,0.00000,21.23501,1.00000,0.00000
405,0.00000,0.00000,21.27484,1.00000,0.00000
406,0.00000,0.00000,21.28910,1.00000,0.00000
407,0.00000,0.00000,21.48566,1.00000,0.00000
408,0.00000,0.00000,21.26556,1.00000,0.00000
409,0.00000,0.00000,21.09063,1.00000,0.00000
410,0.00000,0.00000,21.82045,1.00000,0.00000
411,0.00000,0.00000,21.06365,1.00000,0.00000
412,0.00000,0.00000,21.73904,1.00000,0.00000
413,0.00000,0.00000,21.01553,1.00000,0.00000
414,0.00000,0.00000,22.27922,1.00000,0.00000
415,0.00000,0.00000,20.69330,1.00000,0.00000
416,0.00000,0.00000,21.81792,1.00000,0.00000
417,0.00000,0.00000,21.37232,1.00000,0.00000
418,0.00000,0.00000,21.77077,1.00000,0.00000
419,0.00000,0.00000,21.01534,1.00000,0.00000
420,0.00000,0.00000,21.34022,1.00000,0.00000
421,0.00000,0.00000,21.82734,1.00000,0.00000
422,0.00000,0.00000,21.19184,1.00000,0.00000
423,0.00000,0.00000,21.19701,1.00000,0.00000
424,0.00000,0.00000,22.15476,1.00000,0.00000
425,0.00000,0.00000,21.42083,1.00000,0.00000
426,0.00000,0.00000,21.47227,1.00000,0.00000
427,0.00000,0.00000,21.60034,1.00000,0.00000
428,0.00000,0.00000,22.03673,1.00000,0.00000
429,0.00000,0.00000,21.86951,1.00000,0.00000
430,0.00000,0.00000,21.53367,1.00000,0.00000
431,0.00000,0.00000,21.65135,1.00000,0.00000
432,0.00000,0.00000,21.62057,1.00000,0.00000
433,0.00000,0.00000,21.53748,1.00000,0.00000
434,0.00000,0.00000,21.36557,1.00000,0.00000
435,0.00000,0.00000,21.09472,1.00000,0.00000
436,0.00000,0.00000,20.98502,1.00000,0.00000
437,0.00000,0.00000,22.02096,1.00000,0.00000
438,0.00000,0.00000,22.06559,1.00000,0.00000
439,0.00000,0.00000,22.13941,1.00000,0.00000
440,0.00000,0.00000,21.98296,1.00000,0.00000
441,0.00000,0.00000,21.98490,1.00000,0.00000
442,0.00000,0.00000,22.37631,1.00000,0.00000
443,0.00000,0.00000,22.11157,1.00000,0.00000
444,0.00000,0.00000,21.83972,1.00000,0.00000
445,0.00000,0.00000,21.67557,1.00000,0.00000
446,0.00000,0.00000,21.42779,1.00000,0.00000
447,0.00000,0.00000,21.41464,1.00000,0.00000
448,0.00000,0.00000,22.44665,1.00000,0.00000
449,0.00000,0.00000,22.14959,1.00000,0.00000
450,0.00000,0.00000,22.01594,1.00000,0.00000
451,0.00000,0.00000,22.04444,1.00000,0.00000
452,0.00000,0.00000,22.18094,1.00000,0.00000
453,0.00000,0.00000,21.58314,1.00000,0.00000
454,0.00000,0.00000,22.18076,1.00000,0.00000
455,0.00000,0.00000,21.73812,1.00000,0.00000
456,0.00000,0.00000,21.89672,1.00000,0.00000
457,0.00000,0.00000,21.88428,1.00000,0.00000
458,0.00000,0.00000,21.96815,1.00000,0.00000
459,1.00000,0.00000,22.09837,1.00000,0.00000
460,1.00000,0.00000,22.54693,1.00000,0.00000
461,1.00000,0.00000,22.33382,1.00000,0.00000
462,1.00000,0.00000,22.59032,1.00000,0.00000
463,1.00000,0.00000,22.03224,1.00000,0.00000
464,1.00000,0.00000,22.08370,1.00000,0.00000
465,1.00000,0.00000,21.94636,1.00000,0.00000
466,1.00000,0.00000,22.28488,1.00000,0.00000
467,1.00000,0.00000,21.80517,1.00000,0.00000
468,1.00000,0.00000,22.80097,1.00000,0.00000
469,1.00000,1.05000,23.43167,1.00000,0.00000
470,1.00000,1.05000,22.22585,1.00000,0.00000
471,0.00000,1.05000,22.60669,1.00000,0.00000
472,0.00000,1.05000,22.49394,1.00000,0.00000
473,0.00000,1.05000,22.39341,1.00000,0.00000
474,0.00000,1.05000,22.30754,1.00000,0.00000
475,0.00000,1.05000,22.37758,1.00000,0.00000
476,0.00000,1.05000,22.52908,1.00000,0.00000
477,0.00000,1.05000,22.91763,1.00000,0.00000
478,0.00000,1.05000,22.62476,1.00000,0.00000
479,0.00000,1.05000,22.40071,1.00000,0.00000
480,0.00000,1.05000,23.10806,1.00000,0.00000
481,0.00000,1.05000,22.83650,1.00000,0.00000
482,0.00000,1.05000,22.32081,1.00000,0.00000
483,0.00000,1.05000,22.14879,1.00000,0.00000
484,0.00000,1.05000,22.20622,1.00000,0.00000
485,0.00000,1.05000,22.53861,1.00000,0.00000
486,0.00000,1.05000,21.98032,1.00000,0.00000
487,0.00000,1.05000,23.53554,1.00000,0.00000
488,0.00000,1.05000,22.56713,1.00000,0.00000
489,0.00000,1.05000,22.94855,1.00000,0.00000
490,0.00000,1.05000,23.08581,1.00000,0.00000
491,0.00000,1.05000,22.81587,1.00000,0.00000
492,0.00000,1.05000,22.87251,1.00000,0.00000
493,0.00000,1.05000,22.55551,1.00000,0.00000
494,0.00000,1.05000,22.33975,1.00000,0.00000
495,0.00000,1.05000,22.71512,1.00000,0.00000
496,0.00000,1.05000,22.97369,1.00000,0.00000
497,1.00000,1.05000,22.75425,1.00000,0.00000
498,1.00000,1.05000,22.87221,1.00000,0.00000
499,1.00000,1.05000,22.79982,1.00000,0.00000
500,1.00000,1.05000,23.06064,1.00000,0.00000
501,1.00000,1.05000,22.53478,1.00000,0.00000
502,1.00000,1.05000,22.65697,1.00000,0.00000
503,1.00000,1.05000,22.82626,1.00000,0.00000
504,1.00000,1.05000,22.88221,1.00000,0.00000
505,1.00000,1.05000,22.88664,1.00000,0.00000
506,1.00000,1.05000,22.58961,1.00000,0.00000
507,1.00000,1.05000,22.85504,1.00000,0.00000
508,1.00000,1.05000,22.86577,1.00000,0.00000
509,0.00000,1.05000,23.23290,1.00000,0.00000
510,0.00000,1.05000,23.18618,1.00000,0.00000
511,0.00000,1.05000,22.58988,1.00000,0.00000
512,0.00000,1.05000,23.41027,1.00000,0.00000
513,0.00000,1.05000,22.75628,1.00000,0.00000
514,0.00000,1.05000,23.62530,1.00000,0.00000
515,0.00000,1.05000,22.78841,1.00000,0.00000
