minute,door_heat,load_heat,ambient_C,capacity,sensor_bias_C
134,0.00000,0.00000,17.90204,1.00000,0.00000
135,0.00000,0.00000,18.20153,1.00000,0.00000
136,0.00000,0.00000,18.23913,1.00000,0.00000
137,0.00000,0.00000,17.82642,1.00000,0.00000
138,0.00000,0.00000,17.64919,1.00000,0.00000
139,0.00000,0.00000,18.08641,1.00000,0.00000
140,0.00000,0.00000,17.64655,1.00000,0.00000
141,0.00000,0.00000,17.68626,1.00000,0.00000
142,0.00000,0.00000,17.44132,1.00000,0.00000
143,0.00000,0.00000,18.22871,1.00000,0.00000
144,0.00000,0.00000,18.03970,1.00000,0.00000
145,0.00000,0.00000,17.66947,1.00000,0.00000
146,0.00000,0.00000,17.59222,1.00000,0.00000
147,0.00000,0.00000,17.57109,1.00000,0.00000
148,0.00000,0.00000,17.67532,1.00000,0.00000
149,0.00000,0.00000,17.53909,1.00000,0.00000
150,0.00000,0.00000,17.13403,1.00000,0.00000
151,0.00000,0.00000,18.07888,1.00000,0.00000
152,0.00000,0.00000,17.26046,1.00000,0.00000
153,0.00000,0.00000,18.04050,1.00000,0.00000
154,0.00000,0.00000,17.77124,1.00000,0.00000
155,0.00000,0.00000,17.47078,1.00000,0.00000
156,0.00000,0.00000,17.48238,1.00000,0.00000
157,0.00000,0.00000,18.02951,1.00000,0.00000
158,0.00000,0.00000,18.33958,1.00000,0.00000
159,0.00000,0.00000,18.38651,1.00000,0.00000
160,0.00000,0.00000,18.25515,1.00000,0.00000
161,0.00000,0.00000,17.96082,1.00000,0.00000
162,0.00000,0.00000,17.68753,1.00000,0.00000
163,0.00000,0.00000,17.88100,1.00000,0.00000
164,0.00000,0.00000,17.21106,1.00000,0.00000
165,0.00000,0.00000,17.66335,1.00000,0.00000
166,0.00000,0.00000,17.83707,1.00000,0.00000
167,0.00000,0.00000,18.41989,1.00000,0.00000
168,0.00000,0.00000,17.94926,1.00000,0.00000
169,0.00000,0.00000,17.66293,1.00000,0.00000
170,0.00000,0.00000,17.78547,1.00000,0.00000
171,0.00000,0.00000,18.36119,1.00000,0.00000
172,0.00000,0.00000,18.67636,1.00000,0.00000
173,0.00000,0.00000,18.13633,1.00000,0.00000
174,0.00000,0.00000,18.02269,1.00000,0.00000
175,0.00000,0.00000,17.72770,1.00000,0.00000
176,0.00000,0.00000,18.51072,1.00000,0.00000
177,0.00000,0.00000,17.52187,1.00000,0.00000
178,0.00000,0.00000,18.59093,1.00000,0.00000
179,0.00000,0.00000,18.91788,1.00000,0.00000
180,0.00000,0.00000,18.22234,1.00000,0.00000
181,0.00000,0.00000,17.97230,1.00000,0.00000
182,0.00000,0.00000,18.32824,1.00000,0.00000
183,0.00000,0.00000,17.82706,1.00000,0.00000
184,0.00000,0.00000,18.28677,1.00000,0.00000
185,0.00000,0.00000,18.09793,1.00000,0.00000
186,0.00000,0.00000,18.05251,1.00000,0.00000
187,0.00000,0.00000,17.96960,1.00000,0.00000
188,0.00000,0.00000,17.62066,1.00000,0.00000
189,0.00000,0.00000,17.43749,1.00000,0.00000
190,0.00000,0.00000,17.83741,1.00000,0.00000
191,0.00000,0.00000,18.31042,1.00000,0.00000
192,0.00000,0.00000,18.45671,1.00000,0.00000
193,0.00000,0.00000,17.58065,1.00000,0.00000
194,0.00000,0.00000,18.37114,1.00000,0.00000
195,0.00000,0.00000,18.04356,1.00000,0.00000
196,0.00000,0.00000,18.20480,1.00000,0.00000
197,0.00000,0.00000,18.22448,1.00000,0.00000
198,0.00000,0.00000,18.62763,1.00000,0.00000
199,0.00000,0.00000,18.15243,1.00000,0.00000
200,0.00000,0.00000,18.51854,1.00000,0.00000
201,0.00000,0.00000,17.99846,1.00000,0.00000
202,0.00000,0.00000,17.94613,1.00000,0.00000
203,0.00000,0.00000,18.25507,1.00000,0.00000
204,0.00000,0.00000,18.65203,1.00000,0.00000
205,0.00000,0.00000,18.35677,1.00000,0.00000
206,0.00000,0.00000,18.50433,1.00000,0.00000
207,0.00000,0.00000,18.18469,1.00000,0.00000
208,0.00000,0.00000,18.02779,1.00000,0.00000
209,0.00000,0.00000,18.52802,1.00000,0.00000
210,0.00000,0.00000,17.86431,1.00000,0.00000
211,0.00000,0.00000,17.90173,1.00000,0.00000
212,0.00000,0.00000,18.71727,1.00000,0.00000
213,0.00000,0.00000,18.44350,1.00000,0.00000
214,0.00000,0.00000,17.95251,1.00000,0.00000
215,0.00000,0.00000,18.06475,1.00000,0.00000
216,0.00000,0.00000,17.77242,1.00000,0.00000
217,0.00000,0.00000,18.41496,1.00000,0.00000
218,0.00000,0.00000,17.81100,1.00000,0.00000
219,0.00000,0.00000,18.08934,1.00000,0.00000
220,0.00000,0.00000,18.22923,1.00000,0.00000
221,0.00000,0.00000,18.76945,1.00000,0.00000
222,0.00000,0.00000,18.06680,1.00000,0.00000
223,0.00000,0.00000,18.26594,1.00000,0.00000
224,0.00000,0.00000,18.65770,1.00000,0.00000
225,0.00000,0.00000,18.23062,1.00000,0.00000
226,0.00000,0.00000,18.49005,1.00000,0.00000
227,0.00000,0.00000,18.44826,1.00000,0.00000
228,0.00000,0.00000,18.32749,1.00000,0.00000
229,0.00000,0.00000,18.88870,1.00000,0.00000
230,0.00000,0.00000,18.06872,1.00000,0.00000
231,0.00000,0.00000,18.33112,1.00000,0.00000
232,0.00000,0.00000,18.65934,1.00000,0.00000
233,0.00000,0.00000,18.42837,1.00000,0.00000
234,0.00000,0.00000,18.61170,1.00000,0.00000
235,0.00000,0.00000,18.67335,1.00000,0.00000
236,0.00000,0.00000,18.15938,1.00000,0.00000
237,0.00000,0.00000,18.19591,1.00000,0.00000
238,0.00000,0.00000,18.67395,1.00000,0.00000
239,0.00000,0.00000,19.00959,1.00000,0.00000
240,0.00000,0.00000,18.34741,1.00000,0.00000
241,0.00000,0.00000,18.48850,1.00000,0.00000
242,0.00000,0.00000,18.29381,1.00000,0.00000
243,0.00000,0.00000,19.11910,1.00000,0.00000
244,0.00000,0.00000,18.73347,1.00000,0.00000
245,0.00000,0.00000,18.66962,1.00000,0.00000
246,0.00000,0.00000,18.75334,1.00000,0.00000
247,0.00000,0.00000,18.86804,1.00000,0.00000
248,0.00000,0.00000,18.82570,1.00000,0.00000
249,0.00000,0.00000,18.62496,1.00000,0.00000
250,0.00000,0.00000,19.07035,1.00000,0.00000
251,0.00000,0.00000,19.24989,1.00000,0.00000
252,0.00000,0.00000,18.77687,1.00000,0.00000
253,0.00000,0.00000,18.38631,1.00000,0.00000
254,0.00000,0.00000,19.10464,1.00000,0.00000
255,0.00000,0.00000,19.17305,1.00000,0.00000
256,0.00000,0.00000,18.18161,1.00000,0.00000
257,0.00000,0.00000,18.98925,1.00000,0.00000
258,0.00000,0.00000,19.38812,1.00000,0.00000
259,0.00000,0.00000,19.02122,1.00000,0.00000
260,0.00000,0.00000,18.73943,1.00000,0.00000
261,0.00000,0.00000,18.52927,1.00000,0.00000
262,0.00000,0.00000,18.98992,1.00000,0.00000
263,0.00000,0.00000,18.74523,1.00000,0.00000
264,0.00000,0.00000,19.11290,1.00000,0.00000
265,0.00000,0.00000,18.75604,1.00000,0.00000
266,0.00000,0.00000,18.99544,1.00000,0.00000
267,0.00000,0.00000,19.00687,1.00000,0.00000
268,0.00000,0.00000,18.92851,1.00000,0.00000
269,0.00000,0.00000,18.81690,1.00000,0.00000
270,0.00000,0.00000,19.14238,1.00000,0.00000
271,0.00000,0.00000,19.08040,1.00000,0.00000
272,0.00000,0.00000,19.11951,1.00000,0.00000
273,0.00000,0.00000,19.32138,1.00000,0.00000
274,0.00000,0.00000,18.67808,1.00000,0.00000
275,0.00000,0.00000,18.88627,1.00000,0.00000
276,0.00000,0.00000,18.56803,1.00000,0.00000
277,0.00000,0.00000,19.07366,1.00000,0.00000
278,0.00000,0.00000,19.41512,1.00000,0.00000
279,0.00000,0.00000,19.17688,1.00000,0.00000
280,0.00000,0.00000,19.26823,1.00000,0.00000
281,0.00000,0.00000,19.12483,1.00000,0.00000
282,0.00000,0.00000,19.09850,1.00000,0.00000
283,0.00000,0.00000,19.43672,1.00000,0.00000
284,0.00000,0.00000,19.41377,1.00000,0.00000
285,0.00000,0.00000,19.36680,1.00000,0.00000
286,0.00000,0.00000,19.43038,1.00000,0.00000
287,0.00000,0.00000,19.37281,1.00000,0.00000
288,0.00000,0.00000,18.82465,1.00000,0.00000
289,0.00000,0.00000,19.33118,1.00000,0.00000
290,0.00000,0.00000,19.14139,1.00000,0.00000
291,0.00000,0.00000,19.09191,1.00000,0.00000
292,0.00000,0.00000,19.71399,1.00000,0.00000
293,0.00000,0.00000,19.62820,1.00000,0.00000
294,0.00000,0.00000,19.82616,1.00000,0.00000
295,0.00000,0.00000,19.66414,1.00000,0.00000
296,0.00000,0.00000,19.45855,1.00000,0.00000
297,0.00000,0.00000,19.71293,1.00000,0.00000
298,0.00000,0.00000,19.38052,1.00000,0.00000
299,0.00000,0.00000,19.09574,1.00000,0.00000
300,0.00000,0.00000,20.10297,1.00000,0.00000
301,0.00000,0.00000,19.31817,1.00000,0.00000
302,0.00000,0.00000,19.28986,1.00000,0.00000
303,0.00000,0.00000,19.23388,1.00000,0.00000
304,0.00000,0.00000,19.76023,1.00000,0.00000
305,0.00000,0.00000,19.41577,1.00000,0.00000
306,0.00000,0.00000,19.54136,1.00000,0.00000
307,0.00000,0.00000,19.20645,1.00000,0.00000
308,0.00000,0.00000,19.86099,1.00000,0.00000
309,0.00000,0.00000,19.87938,1.00000,0.00000
310,0.00000,0.00000,19.78317,1.00000,0.00000
311,0.00000,0.00000,19.20407,1.00000,0.00000
312,0.00000,0.00000,20.34696,1.00000,0.00000
313,0.00000,0.00000,19.84929,1.00000,0.00000
314,0.00000,0.00000,20.00032,1.00000,0.00000
315,0.00000,0.00000,20.09812,1.00000,0.00000
316,0.00000,0.00000,19.96942,1.00000,0.00000
317,0.00000,0.00000,20.19232,1.00000,0.00000
318,0.00000,0.00000,19.85204,1.00000,0.00000
319,0.00000,0.00000,19.62850,1.00000,0.00000
320,0.00000,0.00000,19.88239,1.00000,0.00000
321,0.00000,0.00000,19.96802,1.00000,0.00000
322,0.00000,0.00000,19.89950,1.00000,0.00000
323,0.00000,0.00000,19.74879,1.00000,0.00000
324,0.00000,0.00000,19.68269,1.00000,0.00000
325,0.00000,0.00000,19.33008,1.00000,0.00000
326,0.00000,0.00000,19.53212,1.00000,0.00000
327,0.00000,0.00000,19.80735,1.00000,0.00000
328,0.00000,0.00000,19.89368,1.00000,0.00000
329,0.00000,0.00000,20.15972,1.00000,0.00000
330,0.00000,0.00000,20.35069,1.00000,0.00000
331,0.00000,0.00000,20.37173,1.00000,0.00000
332,0.00000,0.00000,20.47267,1.00000,0.00000
333,0.00000,0.00000,20.25686,1.00000,0.00000
334,0.00000,0.00000,19.80562,1.00000,0.00000
335,0.00000,0.00000,19.76564,1.00000,0.00000
336,0.00000,0.00000,20.60904,1.00000,0.00000
337,0.00000,0.00000,20.32048,1.00000,0.00000
338,0.00000,0.00000,20.07557,1.00000,0.00000
339,0.00000,0.00000,20.21875,1.00000,0.00000
340,0.00000,0.00000,19.88322,1.00000,0.00000
341,0.00000,0.00000,20.34137,1.00000,0.00000
342,0.00000,0.00000,19.94825,1.00000,0.00000
343,0.00000,0.00000,20.60578,1.00000,0.00000
344,0.00000,0.00000,19.90203,1.00000,0.00000
345,0.00000,0.00000,20.26358,1.00000,0.00000
346,0.00000,0.00000,20.25638,1.00000,0.00000
347,0.00000,0.00000,20.52064,1.00000,0.00000
348,0.00000,0.00000,19.91286,1.00000,0.00000
349,0.00000,0.00000,20.66181,1.00000,0.00000
350,0.00000,0.00000,20.10077,1.00000,0.00000
351,0.00000,0.00000,20.01642,1.00000,0.00000
352,0.00000,0.00000,20.49277,1.00000,0.00000
353,0.00000,0.00000,20.43824,1.00000,0.00000
354,0.00000,0.00000,20.23401,1.00000,0.00000
355,0.00000,0.00000,20.33644,1.00000,0.00000
356,0.00000,0.00000,20.52041,1.00000,0.00000
357,0.00000,0.00000,19.62450,1.00000,0.00000
358,0.00000,0.00000,20.22364,1.00000,0.00000
359,0.00000,0.00000,20.67745,1.00000,0.00000
360,0.00000,0.00000,19.60326,1.00000,0.00000
361,0.00000,0.00000,20.05838,1.00000,0.00000
362,0.00000,0.00000,20.51594,1.00000,0.00000
363,0.00000,0.00000,20.26220,1.00000,0.00000
364,1.00000,0.00000,20.47035,1.00000,0.00000
365,1.00000,0.00000,20.65294,1.00000,0.00000
366,1.00000,0.00000,21.22261,1.00000,0.00000
367,1.00000,0.00000,20.74562,1.00000,0.00000
368,1.00000,0.00000,20.26691,1.00000,0.00000
369,0.00000,0.00000,20.83899,1.00000,0.00000
370,0.00000,0.00000,21.06021,1.00000,0.00000
371,0.00000,0.00000,20.70726,1.00000,0.00000
372,0.00000,0.00000,20.31272,1.00000,0.00000
373,0.00000,0.00000,20.19148,1.00000,0.00000
374,0.00000,0.00000,21.06285,1.00000,0.00000
375,0.00000,0.00000,20.88060,1.00000,0.00000
376,0.00000,0.00000,20.69905,1.00000,0.00000
377,0.00000,0.00000,21.30689,1.00000,0.00000
378,0.00000,0.00000,20.70720,1.00000,0.00000
379,0.00000,0.00000,20.56115,1.00000,0.00000
380,0.00000,0.00000,21.20969,1.00000,0.00000
381,0.00000,0.00000,21.19642,1.00000,0.00000
382,0.00000,0.00000,20.71162,1.00000,0.00000
383,0.00000,0.00000,20.75368,1.00000,0.00000
384,0.00000,0.00000,20.62235,1.00000,0.00000
385,0.00000,0.00000,21.17900,1.00000,0.00000
386,0.00000,0.00000,20.57610,1.00000,0.00000
387,0.00000,0.00000,21.40020,1.00000,0.00000
388,0.00000,0.00000,20.42266,1.00000,0.00000
389,0.00000,0.00000,20.81371,1.00000,0.00000
390,0.00000,0.00000,20.47046,1.00000,0.00000
391,0.00000,0.00000,21.40039,1.00000,0.00000
392,0.00000,0.00000,21.04490,1.00000,0.00000
393,0.00000,0.00000,20.95498,1.00000,0.00000
394,0.00000,0.00000,20.83491,1.00000,0.00000
395,0.00000,0.00000,20.35422,1.00000,0.00000
396,0.00000,0.00000,20.67313,1.00000,0.00000
397,0.00000,0.00000,21.30893,1.00000,0.00000
398,0.00000,0.00000,21.44425,1.00000,0.00000
399,0.00000,0.00000,20.71166,1.00000,0.00000
400,0.00000,0.00000,20.39216,1.00000,0.00000
401,0.00000,0.00000,21.56771,1.00000,0.00000
402,0.00000,0.00000,21.03238,1.00000,0.00000
403,0.00000,0.00000,21.03448,1.00000,0.00000
404,0.00000,0.00000,21.26522,1.00000,0.00000
405,0.00000,0.00000,21.08657,1.00000,0.00000
406,0.00000,0.00000,21.45155,1.00000,0.00000
407,0.00000,0.00000,20.84436,1.00000,0.00000
408,0.00000,0.00000,20.49043,1.00000,0.00000
409,0.00000,0.00000,21.02063,1.00000,0.00000
410,0.00000,0.00000,20.95698,1.00000,0.00000
411,0.00000,0.00000,21.15260,1.00000,0.00000
412,0.00000,0.00000,21.16579,1.00000,0.00000
413,0.00000,0.00000,21.63240,1.00000,0.00000
414,0.00000,0.00000,21.39747,1.00000,0.00000
415,0.00000,0.00000,21.80585,1.00000,0.00000
416,0.00000,0.00000,21.40238,1.00000,0.00000
417,0.00000,0.00000,21.18954,1.00000,0.00000
418,0.00000,0.00000,21.31298,1.00000,0.00000
419,0.00000,0.00000,20.91710,1.00000,0.00000
420,0.00000,0.00000,21.45421,1.00000,0.00000
421,0.00000,0.00000,21.17354,1.00000,0.00000
422,0.00000,0.00000,21.64902,1.00000,0.00000
423,0.00000,0.00000,21.35460,1.00000,0.00000
424,0.00000,0.00000,20.75590,1.00000,0.00000
425,0.00000,0.00000,21.65564,1.00000,0.00000
426,0.00000,0.00000,22.01576,1.00000,0.00000
427,0.00000,0.00000,21.54850,1.00000,0.00000
428,0.00000,0.00000,21.71635,1.00000,0.00000
429,0.00000,0.00000,21.96794,1.00000,0.00000
430,0.00000,0.00000,21.30137,1.00000,0.00000
431,0.00000,0.00000,21.86351,1.00000,0.00000
432,0.00000,0.00000,22.60972,1.00000,0.00000
433,0.00000,0.00000,21.87608,1.00000,0.00000
434,0.00000,0.00000,21.30364,1.00000,0.00000
435,0.00000,0.00000,22.39334,1.00000,0.00000
436,0.00000,0.00000,21.35529,1.00000,0.00000
437,0.00000,0.00000,22.09628,1.00000,0.00000
438,0.00000,0.00000,22.40562,1.00000,0.00000
439,0.00000,0.00000,22.01812,1.00000,0.00000
440,0.00000,0.00000,21.79285,1.00000,0.00000
441,0.00000,0.00000,21.59882,1.00000,0.00000
442,0.00000,0.00000,21.90004,1.00000,0.00000
443,0.00000,0.00000,22.09729,1.00000,0.00000
444,0.00000,0.00000,21.56818,1.00000,0.00000
445,0.00000,0.00000,21.57036,1.00000,0.00000
446,0.00000,0.00000,22.20125,1.00000,0.00000
447,0.00000,0.00000,21.72545,1.00000,0.00000
448,0.00000,0.00000,21.96879,1.00000,0.00000
449,0.00000,0.00000,22.25600,1.00000,0.00000
450,0.00000,0.00000,22.05908,1.00000,0.00000
451,0.00000,0.00000,21.67683,1.00000,0.00000
452,0.00000,0.00000,21.91364,1.00000,0.00000
453,0.00000,0.00000,22.06857,1.00000,0.00000
454,0.00000,0.00000,21.83657,1.00000,0.00000
455,0.00000,0.00000,21.79165,1.00000,0.00000
456,0.00000,0.00000,22.36483,1.00000,0.00000
457,0.00000,0.00000,22.22209,1.00000,0.00000
458,0.00000,0.00000,22.49911,1.00000,0.00000
459,0.00000,0.00000,22.13376,1.00000,0.00000
460,0.00000,0.00000,21.81281,1.00000,0.00000
461,0.00000,0.00000,22.75841,1.00000,0.00000
462,0.00000,0.00000,22.77391,1.00000,0.00000
463,0.00000,0.00000,22.40554,1.00000,0.00000
464,0.00000,0.00000,21.68081,1.00000,0.00000
465,0.00000,0.00000,21.93784,1.00000,0.00000
466,0.00000,0.00000,22.09141,1.00000,0.00000
467,0.00000,0.00000,21.80487,1.00000,0.00000
468,0.00000,0.00000,22.57840,1.00000,0.00000
469,0.00000,0.00000,22.08246,1.00000,0.00000
470,0.00000,0.00000,22.03630,1.00000,0.00000
471,0.00000,0.00000,22.69938,1.00000,0.00000
472,0.00000,0.00000,22.27480,1.00000,0.00000
473,0.00000,0.00000,22.39774,1.00000,0.00000
474,0.00000,0.00000,22.20535,1.00000,0.00000
475,0.00000,0.00000,22.31672,1.00000,0.00000
476,0.00000,0.00000,22.64793,1.00000,0.00000
477,0.00000,0.00000,22.57166,1.00000,0.00000
478,0.00000,0.00000,22.50032,1.00000,0.00000
479,0.00000,0.00000,23.26824,1.00000,0.00000
480,0.00000,0.00000,22.58105,1.00000,0.00000
481,0.00000,0.00000,22.65590,1.00000,0.00000
482,0.00000,0.00000,22.21105,1.00000,0.00000
483,0.00000,0.00000,22.40555,1.00000,0.00000
484,0.00000,0.00000,23.19430,1.00000,0.00000
485,0.00000,0.00000,22.60940,1.00000,0.00000
486,0.00000,0.00000,22.77617,1.00000,0.00000
487,0.00000,0.00000,21.92610,1.00000,0.00000
488,0.00000,0.00000,22.97738,1.00000,0.00000
489,0.00000,0.00000,23.57764,1.00000,0.00000
490,0.00000,0.00000,22.69996,1.00000,0.00000
491,0.00000,0.00000,23.45925,1.00000,0.00000
492,0.00000,0.00000,22.24661,1.00000,0.00000
493,0.00000,0.00000,23.37938,1.00000,0.00000
494,0.00000,0.00000,22.99894,1.00000,0.00000
495,0.00000,0.00000,23.24795,1.00000,0.00000
496,0.00000,0.00000,22.93230,1.00000,0.00000
497,0.00000,0.00000,23.04216,1.00000,0.00000
498,0.00000,0.00000,22.79571,1.00000,0.00000
499,0.00000,0.00000,22.60304,1.00000,0.00000
500,0.00000,0.00000,22.97994,1.00000,0.00000
501,0.00000,0.00000,22.88320,1.00000,0.00000
502,0.00000,0.00000,23.00227,1.00000,0.00000
503,0.00000,0.00000,22.54996,1.00000,0.00000
504,0.00000,0.00000,23.25559,1.00000,0.00000
505,0.00000,0.00000,22.64524,1.00000,0.00000
506,0.00000,0.00000,23.43223,1.00000,0.00000
507,0.00000,0.00000,23.13715,1.00000,0.00000
508,0.00000,0.00000,22.72557,1.00000,0.00000
509,0.00000,0.00000,22.80034,1.00000,0.00000
510,0.00000,0.00000,22.62450,1.00000,0.00000
511,0.00000,0.00000,22.64090,1.00000,0.00000
512,0.00000,0.00000,22.98059,1.00000,0.00000
513,0.00000,0.00000,23.46513,1.00000,0.00000
514,0.00000,0.00000,23.38104,1.00000,0.00000
515,0.00000,0.00000,23.75980,1.00000,0.00000
